;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 02/05/2017 15:45:56
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,1381 :: 		
0x1580	0x5E0C      	SUBWF       R12, 1, 0
;__Lib_MathDouble.c,1382 :: 		
0x1582	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1383 :: 		
0x1584	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1384 :: 		
0x1586	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_MathDouble.c,1386 :: 		
0x1588	0x5E08      	SUBWF       R8, 1, 0
;__Lib_MathDouble.c,1387 :: 		
0x158A	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1388 :: 		
0x158C	0x6A0C      	CLRF        R12, 0
;__Lib_MathDouble.c,1389 :: 		
0x158E	0x6A0D      	CLRF        R13, 0
;__Lib_MathDouble.c,1390 :: 		
0x1590	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1391 :: 		
0x1592	0xF00AEFD2  	GOTO        DALIGN32OK
;__Lib_MathDouble.c,1393 :: 		
0x1596	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,1394 :: 		
0x1598	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,1395 :: 		
0x159A	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,1396 :: 		
0x159C	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,1397 :: 		
0x159E	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,1398 :: 		
0x15A0	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1399 :: 		
0x15A2	0x6E0E      	MOVWF       R14, 0
;__Lib_MathDouble.c,1400 :: 		
DALIGN32OK:
;__Lib_MathDouble.c,1401 :: 		
0x15A4	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,1402 :: 		
0x15A6	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1403 :: 		
0x15A8	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1404 :: 		
0x15AA	0xF00AEFDF  	GOTO        ALTB32
;__Lib_MathDouble.c,1406 :: 		
0x15AE	0x0E7E      	MOVLW       126
;__Lib_MathDouble.c,1407 :: 		
0x15B0	0x240E      	ADDWF       R14, 0, 0
;__Lib_MathDouble.c,1408 :: 		
0x15B2	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1409 :: 		
0x15B4	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1410 :: 		
0x15B6	0xF00BEF45  	GOTO        JPDSETFOV32
;__Lib_MathDouble.c,1411 :: 		
0x15BA	0xF00AEFE5  	GOTO        DARGOK32
;__Lib_MathDouble.c,1412 :: 		
ALTB32:
;__Lib_MathDouble.c,1413 :: 		
0x15BE	0x0E7E      	MOVLW       126
;__Lib_MathDouble.c,1414 :: 		
0x15C0	0x240E      	ADDWF       R14, 0, 0
;__Lib_MathDouble.c,1415 :: 		
0x15C2	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1416 :: 		
0x15C4	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1417 :: 		
0x15C6	0xF00BEF4A  	GOTO        JPDSETFUN32
;__Lib_MathDouble.c,1418 :: 		
DARGOK32:
;__Lib_MathDouble.c,1419 :: 		
0x15CA	0x0E18      	MOVLW       24
;__Lib_MathDouble.c,1420 :: 		
0x15CC	0x6E0B      	MOVWF       R11, 0
;__Lib_MathDouble.c,1421 :: 		
DLOOP32:
;__Lib_MathDouble.c,1422 :: 		
0x15CE	0x360D      	RLCF        R13, 1, 0
;__Lib_MathDouble.c,1423 :: 		
0x15D0	0x360C      	RLCF        R12, 1, 0
;__Lib_MathDouble.c,1424 :: 		
0x15D2	0x3608      	RLCF        R8, 1, 0
;__Lib_MathDouble.c,1425 :: 		
0x15D4	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,1426 :: 		
0x15D6	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,1427 :: 		
0x15D8	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,1428 :: 		
0x15DA	0x360E      	RLCF        R14, 1, 0
;__Lib_MathDouble.c,1430 :: 		
0x15DC	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1431 :: 		
0x15DE	0x5E00      	SUBWF       R0, 1, 0
;__Lib_MathDouble.c,1432 :: 		
0x15E0	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1433 :: 		
0x15E2	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1434 :: 		
0x15E4	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_MathDouble.c,1436 :: 		
0x15E6	0x5E01      	SUBWF       R1, 1, 0
;__Lib_MathDouble.c,1437 :: 		
0x15E8	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1438 :: 		
0x15EA	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1439 :: 		
0x15EC	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_MathDouble.c,1441 :: 		
0x15EE	0x5E02      	SUBWF       R2, 1, 0
;__Lib_MathDouble.c,1442 :: 		
0x15F0	0x3406      	RLCF        R6, 0, 0
;__Lib_MathDouble.c,1443 :: 		
0x15F2	0x120E      	IORWF       R14, 1, 0
;__Lib_MathDouble.c,1444 :: 		
0x15F4	0xA00E      	BTFSS       R14, 0, 0
;__Lib_MathDouble.c,1445 :: 		
0x15F6	0xF00BEF00  	GOTO        DREST32
;__Lib_MathDouble.c,1446 :: 		
0x15FA	0x800D      	BSF         R13, 0, 0
;__Lib_MathDouble.c,1447 :: 		
0x15FC	0xF00BEF0B  	GOTO        DOK32
;__Lib_MathDouble.c,1448 :: 		
DREST32:
;__Lib_MathDouble.c,1449 :: 		
0x1600	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1450 :: 		
0x1602	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1451 :: 		
0x1604	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1452 :: 		
0x1606	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1453 :: 		
0x1608	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_MathDouble.c,1455 :: 		
0x160A	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,1456 :: 		
0x160C	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1457 :: 		
0x160E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1458 :: 		
0x1610	0x2806      	INCF        R6, 0, 0
;__Lib_MathDouble.c,1459 :: 		
0x1612	0x2602      	ADDWF       R2, 1, 0
;__Lib_MathDouble.c,1460 :: 		
0x1614	0x900D      	BCF         R13, 0, 0
;__Lib_MathDouble.c,1461 :: 		
DOK32:
;__Lib_MathDouble.c,1462 :: 		
0x1616	0x2E0B      	DECFSZ      R11, 1, 0
;__Lib_MathDouble.c,1463 :: 		
0x1618	0xF00AEFE7  	GOTO        DLOOP32
;__Lib_MathDouble.c,1467 :: 		
0x161C	0xF00BEF31  	GOTO        DIV32OK
;__Lib_MathDouble.c,1468 :: 		
0x1620	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,1469 :: 		
0x1622	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,1470 :: 		
0x1624	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,1471 :: 		
0x1626	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,1472 :: 		
0x1628	0x360E      	RLCF        R14, 1, 0
;__Lib_MathDouble.c,1474 :: 		
0x162A	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1475 :: 		
0x162C	0x5E00      	SUBWF       R0, 1, 0
;__Lib_MathDouble.c,1476 :: 		
0x162E	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1477 :: 		
0x1630	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1478 :: 		
0x1632	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_MathDouble.c,1479 :: 		
0x1634	0x5E01      	SUBWF       R1, 1, 0
;__Lib_MathDouble.c,1480 :: 		
0x1636	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1481 :: 		
0x1638	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1482 :: 		
0x163A	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_MathDouble.c,1483 :: 		
0x163C	0x5E02      	SUBWF       R2, 1, 0
;__Lib_MathDouble.c,1484 :: 		
0x163E	0x3406      	RLCF        R6, 0, 0
;__Lib_MathDouble.c,1485 :: 		
0x1640	0x100E      	IORWF       R14, 0, 0
;__Lib_MathDouble.c,1486 :: 		
0x1642	0x0B01      	ANDLW       1
;__Lib_MathDouble.c,1487 :: 		
0x1644	0x260D      	ADDWF       R13, 1, 0
;__Lib_MathDouble.c,1488 :: 		
0x1646	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1489 :: 		
0x1648	0x2A0C      	INCF        R12, 1, 0
;__Lib_MathDouble.c,1490 :: 		
0x164A	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1491 :: 		
0x164C	0x2A08      	INCF        R8, 1, 0
;__Lib_MathDouble.c,1492 :: 		
0x164E	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,1493 :: 		
0x1650	0xF00BEF31  	GOTO        DIV32OK
;__Lib_MathDouble.c,1494 :: 		
0x1654	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,1495 :: 		
0x1656	0x320C      	RRCF        R12, 1, 0
;__Lib_MathDouble.c,1496 :: 		
0x1658	0x320D      	RRCF        R13, 1, 0
;__Lib_MathDouble.c,1497 :: 		
0x165A	0x2A03      	INCF        R3, 1, 0
;__Lib_MathDouble.c,1498 :: 		
0x165C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1499 :: 		
0x165E	0xF00BEF45  	GOTO        JPDSETFOV32
;__Lib_MathDouble.c,1500 :: 		
DIV32OK:
;__Lib_MathDouble.c,1501 :: 		
0x1662	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,1502 :: 		
0x1664	0x9E08      	BCF         R8, 7, 0
;__Lib_MathDouble.c,1503 :: 		
0x1666	0x5008      	MOVF        R8, 0, 0
;__Lib_MathDouble.c,1504 :: 		
0x1668	0x6E02      	MOVWF       R2, 0
;__Lib_MathDouble.c,1505 :: 		
0x166A	0x500C      	MOVF        R12, 0, 0
;__Lib_MathDouble.c,1506 :: 		
0x166C	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,1507 :: 		
0x166E	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1508 :: 		
0x1670	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,1511 :: 		
0x1672	0xF00BEF4D  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1512 :: 		
JPDSETFDZ32:
;__Lib_MathDouble.c,1513 :: 		
0x1676	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1516 :: 		
0x1678	0xF006EC71  	CALL        _SETFDZ32, 0
;__Lib_MathDouble.c,1518 :: 		
0x167C	0xF00BEF4D  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1519 :: 		
JPDRES032:
;__Lib_MathDouble.c,1520 :: 		
0x1680	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,1523 :: 		
0x1682	0xF001ECA5  	CALL        _RES032, 0
;__Lib_MathDouble.c,1525 :: 		
0x1686	0xF00BEF4D  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1526 :: 		
JPDSETFOV32:
;__Lib_MathDouble.c,1527 :: 		
0x168A	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,1530 :: 		
0x168C	0xF001EC8C  	CALL        _SETFOV32, 0
;__Lib_MathDouble.c,1532 :: 		
0x1690	0xF00BEF4D  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1533 :: 		
JPDSETFUN32:
;__Lib_MathDouble.c,1534 :: 		
0x1694	0x0E08      	MOVLW       8
;__Lib_MathDouble.c,1537 :: 		
0x1696	0xF001EC98  	CALL        _SETFUN32, 0
;__Lib_MathDouble.c,1539 :: 		
DIV32EEE:
;__Lib_MathDouble.c,1547 :: 		
L_end_Div_32x32_FP:
0x169A	0x0012      	RETURN      0
; end of _Div_32x32_FP
_loadTimer2:
;Temporizador.c,152 :: 		void loadTimer2()
;Temporizador.c,155 :: 		TMR2 = COUNTER2;
0x169C	0x0E7F      	MOVLW       127
0x169E	0x6ECC      	MOVWF       TMR2 
;Temporizador.c,157 :: 		PIR1.TMR2IF=0;
0x16A0	0x929E      	BCF         PIR1, 1 
;Temporizador.c,158 :: 		PIE1.TMR2IE=1;
0x16A2	0x829D      	BSF         PIE1, 1 
;Temporizador.c,160 :: 		T2CON.TMR2ON = 1;
0x16A4	0x84CA      	BSF         T2CON, 2 
;Temporizador.c,161 :: 		}
L_end_loadTimer2:
0x16A6	0x0012      	RETURN      0
; end of _loadTimer2
_keypadHandler:
;Temporizador.c,243 :: 		void keypadHandler()
;Temporizador.c,248 :: 		char rowCode = 0;
;Temporizador.c,249 :: 		char realCode = 0;
;Temporizador.c,250 :: 		char columnCode = 0;
0x16A8	0x6A56      	CLRF        keypadHandler_columnCode_L0 
;Temporizador.c,252 :: 		for(i = 0, columnCode = 0xf; columnCode == 0xf; i++)
0x16AA	0x6A52      	CLRF        keypadHandler_i_L0 
0x16AC	0x0E0F      	MOVLW       15
0x16AE	0x6E56      	MOVWF       keypadHandler_columnCode_L0 
L_keypadHandler12:
0x16B0	0x5056      	MOVF        keypadHandler_columnCode_L0, 0 
0x16B2	0x0A0F      	XORLW       15
0x16B4	0xE148      	BNZ         L_keypadHandler13
;Temporizador.c,255 :: 		PORTB = ~(1 << i) << 4;
0x16B6	0xF001C052  	MOVFF       keypadHandler_i_L0, R1
0x16BA	0x0E01      	MOVLW       1
0x16BC	0x6E00      	MOVWF       R0 
0x16BE	0x5001      	MOVF        R1, 0 
L__keypadHandler41:
0x16C0	0xE004      	BZ          L__keypadHandler42
0x16C2	0x3600      	RLCF        R0, 1 
0x16C4	0x9000      	BCF         R0, 0 
0x16C6	0x0FFF      	ADDLW       255
0x16C8	0xD7FB      	BRA         L__keypadHandler41
L__keypadHandler42:
0x16CA	0x1C00      	COMF        R0, 0 
0x16CC	0x6E02      	MOVWF       R2 
0x16CE	0xF000C002  	MOVFF       R2, R0
0x16D2	0x3600      	RLCF        R0, 1 
0x16D4	0x9000      	BCF         R0, 0 
0x16D6	0x3600      	RLCF        R0, 1 
0x16D8	0x9000      	BCF         R0, 0 
0x16DA	0x3600      	RLCF        R0, 1 
0x16DC	0x9000      	BCF         R0, 0 
0x16DE	0x3600      	RLCF        R0, 1 
0x16E0	0x9000      	BCF         R0, 0 
0x16E2	0xFF81C000  	MOVFF       R0, PORTB
;Temporizador.c,256 :: 		columnCode = PORTA.RA2 | (PORTA.RA4 << 1) |
0x16E6	0x6A02      	CLRF        R2 
0x16E8	0xB880      	BTFSC       PORTA, 4 
0x16EA	0x2A02      	INCF        R2, 1 
0x16EC	0xF000C002  	MOVFF       R2, R0
0x16F0	0x3600      	RLCF        R0, 1 
0x16F2	0x9000      	BCF         R0, 0 
0x16F4	0x0E00      	MOVLW       0
0x16F6	0xB480      	BTFSC       PORTA, 2 
0x16F8	0x0E01      	MOVLW       1
0x16FA	0x6E56      	MOVWF       keypadHandler_columnCode_L0 
0x16FC	0x5000      	MOVF        R0, 0 
0x16FE	0x1256      	IORWF       keypadHandler_columnCode_L0, 1 
;Temporizador.c,257 :: 		(PORTA.RA5 << 2) | (PORTB.RB3) << 3;
0x1700	0x6A03      	CLRF        R3 
0x1702	0xBA80      	BTFSC       PORTA, 5 
0x1704	0x2A03      	INCF        R3, 1 
0x1706	0xF000C003  	MOVFF       R3, R0
0x170A	0x0E00      	MOVLW       0
0x170C	0x6E01      	MOVWF       R1 
0x170E	0x3600      	RLCF        R0, 1 
0x1710	0x9000      	BCF         R0, 0 
0x1712	0x3601      	RLCF        R1, 1 
0x1714	0x3600      	RLCF        R0, 1 
0x1716	0x9000      	BCF         R0, 0 
0x1718	0x3601      	RLCF        R1, 1 
0x171A	0x5000      	MOVF        R0, 0 
0x171C	0x1256      	IORWF       keypadHandler_columnCode_L0, 1 
0x171E	0x6A03      	CLRF        R3 
0x1720	0xB681      	BTFSC       PORTB, 3 
0x1722	0x2A03      	INCF        R3, 1 
0x1724	0x0E03      	MOVLW       3
0x1726	0x6E02      	MOVWF       R2 
0x1728	0xF000C003  	MOVFF       R3, R0
0x172C	0x0E00      	MOVLW       0
0x172E	0x6E01      	MOVWF       R1 
0x1730	0x5002      	MOVF        R2, 0 
L__keypadHandler43:
0x1732	0xE005      	BZ          L__keypadHandler44
0x1734	0x3600      	RLCF        R0, 1 
0x1736	0x9000      	BCF         R0, 0 
0x1738	0x3601      	RLCF        R1, 1 
0x173A	0x0FFF      	ADDLW       255
0x173C	0xD7FA      	BRA         L__keypadHandler43
L__keypadHandler44:
0x173E	0x5000      	MOVF        R0, 0 
0x1740	0x1256      	IORWF       keypadHandler_columnCode_L0, 1 
;Temporizador.c,252 :: 		for(i = 0, columnCode = 0xf; columnCode == 0xf; i++)
0x1742	0x2A52      	INCF        keypadHandler_i_L0, 1 
;Temporizador.c,259 :: 		}
0x1744	0xD7B5      	BRA         L_keypadHandler12
L_keypadHandler13:
;Temporizador.c,260 :: 		rowCode = PORTB >> 4;
0x1746	0x0E04      	MOVLW       4
0x1748	0x6E00      	MOVWF       R0 
0x174A	0xF057CF81  	MOVFF       PORTB, FARG_keyHandler_key
0x174E	0x0E00      	MOVLW       0
0x1750	0x6E58      	MOVWF       FARG_keyHandler_key+1 
0x1752	0x5000      	MOVF        R0, 0 
L__keypadHandler45:
0x1754	0xE004      	BZ          L__keypadHandler46
0x1756	0x3257      	RRCF        FARG_keyHandler_key, 1 
0x1758	0x9E57      	BCF         FARG_keyHandler_key, 7 
0x175A	0x0FFF      	ADDLW       255
0x175C	0xD7FB      	BRA         L__keypadHandler45
L__keypadHandler46:
;Temporizador.c,261 :: 		PORTB = 0;
0x175E	0x6A81      	CLRF        PORTB 
;Temporizador.c,263 :: 		realCode = rowCode | (columnCode << 4);
0x1760	0xF000C056  	MOVFF       keypadHandler_columnCode_L0, R0
0x1764	0x3600      	RLCF        R0, 1 
0x1766	0x9000      	BCF         R0, 0 
0x1768	0x3600      	RLCF        R0, 1 
0x176A	0x9000      	BCF         R0, 0 
0x176C	0x3600      	RLCF        R0, 1 
0x176E	0x9000      	BCF         R0, 0 
0x1770	0x3600      	RLCF        R0, 1 
0x1772	0x9000      	BCF         R0, 0 
0x1774	0x5000      	MOVF        R0, 0 
0x1776	0x1057      	IORWF       FARG_keyHandler_key, 0 
0x1778	0x6E57      	MOVWF       FARG_keyHandler_key 
;Temporizador.c,264 :: 		result = keyHandler(realCode, &type);
0x177A	0x0E00      	MOVLW       0
0x177C	0x6E58      	MOVWF       FARG_keyHandler_key+1 
0x177E	0x0E53      	MOVLW       keypadHandler_type_L0
0x1780	0x6E59      	MOVWF       FARG_keyHandler_type 
0x1782	0x0E00      	MOVLW       hi_addr(keypadHandler_type_L0)
0x1784	0x6E5A      	MOVWF       FARG_keyHandler_type+1 
0x1786	0xDCC4      	RCALL       _keyHandler
0x1788	0xF054C000  	MOVFF       R0, keypadHandler_result_L0
0x178C	0xF055C001  	MOVFF       R1, keypadHandler_result_L0+1
;Temporizador.c,266 :: 		nPressed += 1;
0x1790	0x4A31      	INFSNZ      _nPressed, 1 
0x1792	0x2A32      	INCF        _nPressed+1, 1 
;Temporizador.c,268 :: 		if(nPressed < 3)
0x1794	0x0E80      	MOVLW       128
0x1796	0x1832      	XORWF       _nPressed+1, 0 
0x1798	0x6E00      	MOVWF       R0 
0x179A	0x0E80      	MOVLW       128
0x179C	0x5C00      	SUBWF       R0, 0 
0x179E	0xE102      	BNZ         L__keypadHandler47
0x17A0	0x0E03      	MOVLW       3
0x17A2	0x5C31      	SUBWF       _nPressed, 0 
L__keypadHandler47:
0x17A4	0xE233      	BC          L_keypadHandler15
;Temporizador.c,270 :: 		time *= 10;
0x17A6	0xF000C039  	MOVFF       _time, R0
0x17AA	0xF001C03A  	MOVFF       _time+1, R1
0x17AE	0xF002C03B  	MOVFF       _time+2, R2
0x17B2	0xF003C03C  	MOVFF       _time+3, R3
0x17B6	0x0E00      	MOVLW       0
0x17B8	0x6E04      	MOVWF       R4 
0x17BA	0x0E00      	MOVLW       0
0x17BC	0x6E05      	MOVWF       R5 
0x17BE	0x0E20      	MOVLW       32
0x17C0	0x6E06      	MOVWF       R6 
0x17C2	0x0E82      	MOVLW       130
0x17C4	0x6E07      	MOVWF       R7 
0x17C6	0xF001ECB0  	CALL        _Mul_32x32_FP, 0
0x17CA	0xF039C000  	MOVFF       R0, _time
0x17CE	0xF03AC001  	MOVFF       R1, _time+1
0x17D2	0xF03BC002  	MOVFF       R2, _time+2
0x17D6	0xF03CC003  	MOVFF       R3, _time+3
;Temporizador.c,271 :: 		time += result;
0x17DA	0xF000C054  	MOVFF       keypadHandler_result_L0, R0
0x17DE	0xF001C055  	MOVFF       keypadHandler_result_L0+1, R1
0x17E2	0xF006EC51  	CALL        _Int2Double, 0
0x17E6	0xF004C039  	MOVFF       _time, R4
0x17EA	0xF005C03A  	MOVFF       _time+1, R5
0x17EE	0xF006C03B  	MOVFF       _time+2, R6
0x17F2	0xF007C03C  	MOVFF       _time+3, R7
0x17F6	0xF006EC75  	CALL        _Add_32x32_FP, 0
0x17FA	0xF039C000  	MOVFF       R0, _time
0x17FE	0xF03AC001  	MOVFF       R1, _time+1
0x1802	0xF03BC002  	MOVFF       R2, _time+2
0x1806	0xF03CC003  	MOVFF       R3, _time+3
;Temporizador.c,272 :: 		}
0x180A	0xD022      	BRA         L_keypadHandler16
L_keypadHandler15:
;Temporizador.c,275 :: 		time += result * 0.1;
0x180C	0xF000C054  	MOVFF       keypadHandler_result_L0, R0
0x1810	0xF001C055  	MOVFF       keypadHandler_result_L0+1, R1
0x1814	0xF006EC51  	CALL        _Int2Double, 0
0x1818	0x0ECD      	MOVLW       205
0x181A	0x6E04      	MOVWF       R4 
0x181C	0x0ECC      	MOVLW       204
0x181E	0x6E05      	MOVWF       R5 
0x1820	0x0E4C      	MOVLW       76
0x1822	0x6E06      	MOVWF       R6 
0x1824	0x0E7B      	MOVLW       123
0x1826	0x6E07      	MOVWF       R7 
0x1828	0xF001ECB0  	CALL        _Mul_32x32_FP, 0
0x182C	0xF004C039  	MOVFF       _time, R4
0x1830	0xF005C03A  	MOVFF       _time+1, R5
0x1834	0xF006C03B  	MOVFF       _time+2, R6
0x1838	0xF007C03C  	MOVFF       _time+3, R7
0x183C	0xF006EC75  	CALL        _Add_32x32_FP, 0
0x1840	0xF039C000  	MOVFF       R0, _time
0x1844	0xF03AC001  	MOVFF       R1, _time+1
0x1848	0xF03BC002  	MOVFF       R2, _time+2
0x184C	0xF03CC003  	MOVFF       R3, _time+3
;Temporizador.c,276 :: 		}
L_keypadHandler16:
;Temporizador.c,278 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1850	0x0E01      	MOVLW       1
0x1852	0x6E69      	MOVWF       FARG_Lcd_Cmd_out_char 
0x1854	0xF001EC4E  	CALL        _Lcd_Cmd, 0
;Temporizador.c,279 :: 		FloatToStr(time, str);
0x1858	0xF057C039  	MOVFF       _time, FARG_FloatToStr_fnum
0x185C	0xF058C03A  	MOVFF       _time+1, FARG_FloatToStr_fnum+1
0x1860	0xF059C03B  	MOVFF       _time+2, FARG_FloatToStr_fnum+2
0x1864	0xF05AC03C  	MOVFF       _time+3, FARG_FloatToStr_fnum+3
0x1868	0x0E44      	MOVLW       _str
0x186A	0x6E5B      	MOVWF       FARG_FloatToStr_str 
0x186C	0x0E00      	MOVLW       hi_addr(_str)
0x186E	0x6E5C      	MOVWF       FARG_FloatToStr_str+1 
0x1870	0xF004EC49  	CALL        _FloatToStr, 0
;Temporizador.c,280 :: 		Lcd_Out(1, 1, str);
0x1874	0x0E01      	MOVLW       1
0x1876	0x6E57      	MOVWF       FARG_Lcd_Out_row 
0x1878	0x0E01      	MOVLW       1
0x187A	0x6E58      	MOVWF       FARG_Lcd_Out_column 
0x187C	0x0E44      	MOVLW       _str
0x187E	0x6E59      	MOVWF       FARG_Lcd_Out_text 
0x1880	0x0E00      	MOVLW       hi_addr(_str)
0x1882	0x6E5A      	MOVWF       FARG_Lcd_Out_text+1 
0x1884	0xF004EC0C  	CALL        _Lcd_Out, 0
;Temporizador.c,281 :: 		}
L_end_keypadHandler:
0x1888	0x0012      	RETURN      0
; end of _keypadHandler
_Sub_32x32_FP:
;__Lib_MathDouble.c,1113 :: 		
;__Lib_MathDouble.c,1118 :: 		
0x188A	0x7E06      	BTG         R6, 7, 0
;__Lib_MathDouble.c,1120 :: 		
0x188C	0xF006EC75  	CALL        _Add_32x32_FP, 0
;__Lib_MathDouble.c,1121 :: 		
L_end_Sub_32x32_FP:
0x1890	0x0012      	RETURN      0
; end of _Sub_32x32_FP
_main:
0x1892	0xF00CEC93  	CALL        6438, 0
;Temporizador.c,163 :: 		void main()
;Temporizador.c,166 :: 		ADCON1 = 0x04;
0x1896	0x0E04      	MOVLW       4
0x1898	0x6EC1      	MOVWF       ADCON1 
;Temporizador.c,169 :: 		Lcd_Init();
0x189A	0xDDE0      	RCALL       _Lcd_Init
;Temporizador.c,172 :: 		T0CON.T08BIT = 0;       // 16 bits
0x189C	0x9CD5      	BCF         T0CON, 6 
;Temporizador.c,173 :: 		T0CON.T0CS = 0;         // Internal clock => Crystal/4
0x189E	0x9AD5      	BCF         T0CON, 5 
;Temporizador.c,174 :: 		T0CON.PSA = 0;          // Prescaler ON
0x18A0	0x96D5      	BCF         T0CON, 3 
;Temporizador.c,176 :: 		T0CON.T0PS2 = 0;
0x18A2	0x94D5      	BCF         T0CON, 2 
;Temporizador.c,177 :: 		T0CON.T0PS1 = 0;
0x18A4	0x92D5      	BCF         T0CON, 1 
;Temporizador.c,178 :: 		T0CON.T0PS0 = 0;
0x18A6	0x90D5      	BCF         T0CON, 0 
;Temporizador.c,180 :: 		TMR0H = COUNTER1 >> 8;  // RE-Load Timer 0 counter - 1st TMR0H
0x18A8	0x0EFC      	MOVLW       252
0x18AA	0x6ED7      	MOVWF       TMR0H 
;Temporizador.c,181 :: 		TMR0L = COUNTER1;       // RE-Load Timer 0 counter - 2nd TMR0L
0x18AC	0x0E17      	MOVLW       23
0x18AE	0x6ED6      	MOVWF       TMR0L 
;Temporizador.c,182 :: 		INTCON.TMR0IF=0;
0x18B0	0x94F2      	BCF         INTCON, 2 
;Temporizador.c,183 :: 		INTCON.TMR0IE=1;
0x18B2	0x8AF2      	BSF         INTCON, 5 
;Temporizador.c,184 :: 		T0CON.TMR0ON=1;
0x18B4	0x8ED5      	BSF         T0CON, 7 
;Temporizador.c,187 :: 		TRISC.RC0 = 0;
0x18B6	0x9094      	BCF         TRISC, 0 
;Temporizador.c,188 :: 		PORTC.RC0 = 0;
0x18B8	0x9082      	BCF         PORTC, 0 
;Temporizador.c,189 :: 		T1CON.RD16 = 1;        // Read/Write in two 8 bits oper
0x18BA	0x8ECD      	BSF         T1CON, 7 
